ID,Response
50883,0.04993219525575976
50884,0.10325490954773334
50885,0.36351854709559467
50886,0.12123709940722975
50887,0.08495976145804442
50888,0.07367800061403602
50889,0.34214193324743186
50890,0.49492460496884244
50891,0.13049704465365503
50892,0.1326174958409918
50893,0.0695521254945016
50894,0.41506692613729773
50895,0.10245788808842934
50896,0.07361324350738058
50897,0.4253140694800807
50898,0.37203874542880677
50899,0.2766513929325037
50900,0.16548300672419358
50901,0.4483743856969489
50902,0.03136663358754858
50903,0.05790416420462947
50904,0.3982654248780516
50905,0.5955988923999702
50906,0.026964989936581755
50907,0.06930811863101699
50908,0.11819850432702789
50909,0.47488406486963264
50910,0.5623003995692856
50911,0.06340102612268415
50912,0.07826161056506618
50913,0.3530632243884267
50914,0.03402421619365469
50915,0.07565898576111367
50916,0.04778522534630924
50917,0.40338344014397554
50918,0.5845701638586979
50919,0.18323216404504747
50920,0.061945593888555466
50921,0.35619825135842664
50922,0.04055533521426093
50923,0.022731959852358742
50924,0.06763801564307767
50925,0.3384378963220752
50926,0.14130144154510985
50927,0.47258932900603645
50928,0.27750901017558016
50929,0.07607868896711001
50930,0.02717917791317675
50931,0.06715000307126073
50932,0.6241268493627252
50933,0.1862166353887355
50934,0.048253062079670846
50935,0.35917744631907517
50936,0.07054994929903173
50937,0.5053373730609559
50938,0.045267578932670124
50939,0.663615005258233
50940,0.44640185309074915
50941,0.21957891509761096
50942,0.47637942295705576
50943,0.27978912468422695
50944,0.05058682119429633
50945,0.31375876441410544
50946,0.3135762613796504
50947,0.5379553288499668
50948,0.36975878030026293
50949,0.23130975656353156
50950,0.4564365197595749
50951,0.5406074472938979
50952,0.471609907332788
50953,0.3710609880665928
50954,0.033307177166022016
50955,0.049919913580149376
50956,0.0899786169495812
50957,0.003776944045111246
50958,0.07896001205194422
50959,0.004613309289548394
50960,0.4503052928586183
50961,0.018833840166387773
50962,0.11997509370261054
50963,0.061634628287684776
50964,0.09429396455396562
50965,0.5291641642537466
50966,0.09733662292000426
50967,0.3540874488250064
50968,0.5261450098821185
50969,0.06724894264357766
50970,0.05838806519908623
50971,0.024225620862440754
50972,0.4365424041463704
50973,0.02793660659345321
50974,0.1578886379070915
50975,0.19733005155639932
50976,0.1579082106589006
50977,0.2193333759275853
50978,0.22566752147081684
50979,0.06538231068438559
50980,0.5763737786428994
50981,0.06335102343900285
50982,0.06183934195385285
50983,0.43251572436471974
50984,0.11823412426771895
50985,0.08448952696963494
50986,0.30462017404083114
50987,0.2190732610953803
50988,0.5667775929890354
50989,0.0049528529661620165
50990,0.4458728194084416
50991,0.5672975599719661
50992,0.05095285419676065
50993,0.1271725428388885
50994,0.06049001763893947
50995,0.4987344370757901
50996,0.01180513494963868
50997,0.12828405387158912
50998,0.05529962290020953
50999,0.003400995979542897
51000,0.28956272499233265
51001,0.1641366968334341
51002,0.10366296828295864
51003,0.5684044391327502
51004,0.23176186991262382
51005,0.07660434164536745
51006,0.4666348704844633
51007,0.648317791405985
51008,0.606628391280628
51009,0.04148953968548744
51010,0.44563852160708317
51011,0.11049165794062746
51012,0.3135841147181017
51013,0.4247749387811325
51014,0.20489917335536734
51015,0.2954135944444902
51016,0.005881694826540169
51017,0.00428427704943197
51018,0.38373953604142685
51019,0.37979351519676474
51020,0.18686518745603775
51021,0.22530383666290815
51022,0.2813632973685731
51023,0.37978441071126406
51024,0.5662265063788542
51025,0.09605803344870437
51026,0.08093680450767164
51027,0.4493452900774117
51028,0.15779605413429784
51029,0.03985445031397277
51030,0.25101844565034026
51031,0.5993486031665402
51032,0.04372441124073545
51033,0.01946983609391485
51034,0.5723157646354456
51035,0.12018079622371504
51036,0.5561283446552203
51037,0.17244549397861073
51038,0.4300518735593442
51039,0.07108775601157807
51040,0.0835862976974594
51041,0.47915705842119327
51042,0.04860181299363896
51043,0.06897638056717355
51044,0.2629099581735751
51045,0.461869489078074
51046,0.1365507863663792
51047,0.20550251857191268
51048,0.022577516203311394
51049,0.4546916011785312
51050,0.20078984187649696
51051,0.5574357807416563
51052,0.5426407041255638
51053,0.004199717452081454
51054,0.12335632983740281
51055,0.6726815476780162
51056,0.03348909158189451
51057,0.548320996958814
51058,0.13611492952944387
51059,0.3820962945338208
51060,0.6211618220039654
51061,0.6856950417190925
51062,0.1726228723824177
51063,0.3973880106786709
51064,0.5403401262521245
51065,0.1180866449654335
51066,0.49275480792939663
51067,0.4150333879723236
51068,0.30225756546256666
51069,0.17765624017487341
51070,0.019943819438375476
51071,0.19870661026894665
51072,0.03509261593954416
51073,0.024468930997997275
51074,0.5888205729528203
51075,0.00389889324274924
51076,0.06528609481373451
51077,0.5203871048369426
51078,0.36396001973013287
51079,0.3911687195072837
51080,0.5615905750285484
51081,0.06635018641268134
51082,0.5921701884958904
51083,0.4813772172805343
51084,0.3525648593374177
51085,0.33010642163196957
51086,0.6130769449060197
51087,0.3894665659881286
51088,0.003651667310628722
51089,0.05670139815376285
51090,0.07469072708491681
51091,0.06888444959099767
51092,0.005368294378816387
51093,0.1584810212626306
51094,0.03998617019014741
51095,0.025095106319241573
51096,0.4908561338734762
51097,0.019550786734630028
51098,0.45587306301567865
51099,0.5908068941525467
51100,0.15967256911977404
51101,0.6115704652246382
51102,0.11328521760386631
51103,0.39416990773064775
51104,0.003952949335569765
51105,0.42818011866507627
51106,0.04114378746270613
51107,0.403254383813917
51108,0.05867048789710816
51109,0.4761248762458619
51110,0.5382762538899662
51111,0.04837646577906777
51112,0.5531713649321278
51113,0.05535179969432582
51114,0.04183480120123503
51115,0.3244920326121924
51116,0.03837543272855183
51117,0.057827668442423166
51118,0.27464040058648975
51119,0.20645578907014742
51120,0.47411307262444585
51121,0.004739418883532166
51122,0.09881552692649165
51123,0.09685608904733498
51124,0.0464124200947568
51125,0.0444941081139562
51126,0.1297720125477231
51127,0.08255275410698402
51128,0.20121212969546956
51129,0.027977245312631443
51130,0.5083428807594763
51131,0.28171126713528505
51132,0.17003602496313486
51133,0.4703221533440333
51134,0.08374327567935559
51135,0.6009879783627737
51136,0.2201608193920922
51137,0.0899169132210906
51138,0.31018298610195183
51139,0.5232416488588433
51140,0.505564984989489
51141,0.29054225684649543
51142,0.05211476862696896
51143,0.0032804977740734237
51144,0.49256668432662476
51145,0.07670784090889698
51146,0.1591776547013128
51147,0.41079826302928174
