id,total_articles_read
4561,1698.716853924893
4562,1610.1180847736332
4563,1503.8176302987692
4564,1439.576161936928
4565,1354.3453103478887
4566,1314.542459158556
4567,1311.8737650265507
4568,1331.915394811837
4569,1362.3721509712655
4570,1414.735315695699
4571,1505.1275703762824
4572,1602.4652683141328
4573,1672.7072833217317
4574,1762.6844672094726
4575,1896.4084398855175
4576,1920.6698050148689
4577,1984.9251519293211
4578,2045.3013263988698
4579,2072.9161485404084
4580,2029.5065093561493
4581,1988.4510542047187
4582,1963.1479218164932
4583,1872.9016573535582
4584,1774.2576666180064
4585,1697.0702184532042
4586,1579.9352430231124
4587,1486.036713856684
4588,1420.6921431853962
4589,1364.5992450914327
4590,1339.240824030522
4591,1312.3938715089541
4592,1335.5836183316837
4593,1361.7219960969076
4594,1406.1292652361512
4595,1482.7515897555304
4596,1599.7083293780677
4597,1654.26132396617
4598,1751.666880372622
4599,1859.2444772564618
4600,1954.9025341423862
4601,1978.2030359895289
4602,2006.0086098136667
4603,2064.5536047033916
4604,2013.9264713255318
4605,1976.5168905444132
4606,1941.6277033895087
4607,1859.998531229176
4608,1757.4288430189608
4609,1669.8999725770227
4610,1587.370764506289
4611,1511.7411510562458
4612,1420.7463626143458
4613,1375.4753062051236
4614,1316.0786237897366
4615,1298.9566548056964
4616,1318.9278307448108
4617,1366.5347899690903
4618,1407.711469322264
4619,1477.45143059196
4620,1578.433739950235
4621,1682.9336210309232
4622,1746.4168023807918
4623,1825.195061344065
4624,1945.4964575945385
4625,1951.445997788378
4626,1991.7074496843288
4627,2027.8076865798157
4628,2026.1647387093658
4629,1963.7725338169885
4630,1906.1230013426105
4631,1860.4326762401472
4632,1768.9759575339526
4633,1665.413922936205
4634,1590.29960066074
4635,1481.1412127278843
4636,1403.6960447533559
4637,1357.9023293618038
4638,1325.568081429839
4639,1318.9458755065361
4640,1318.3969439956873
4641,1364.443672030656
4642,1415.3748490847613
4643,1470.0767331573754
4644,1553.1058667281068
4645,1677.9996136573266
4646,1724.1212175811204
4647,1812.8397560949095
4648,1906.7110121524297
4649,1981.7935456620637
4650,1983.569211565415
4651,1988.7223790496007
4652,2019.7271169377177
4653,1954.915092239787
4654,1896.0140528511479
4655,1845.4907009406083
4656,1749.8771184776422
4657,1648.1539418284449
4658,1565.95239468312
4659,1489.6914040296913
4660,1429.6682909385283
4661,1358.246648118783
4662,1334.6205952394337
4663,1302.7770341912021
4664,1306.5241342684421
4665,1346.123050709476
4666,1417.760053190777
4667,1464.9591848724733
4668,1545.944037472688
4669,1651.20561690131
4670,1755.3558496836893
4671,1807.2675629260661
4672,1870.7355151064296
4673,1972.4858645090133
4674,1959.905875452853
4675,1975.0019961772546
4676,1987.571014482176
4677,1958.898639727041
4678,1881.8359845779898
4679,1812.6106574330786
4680,1752.7045827251936
4681,1664.8138766473114
4682,1563.0932030865035
4683,1495.7651681078653
4684,1400.79689708394
4685,1342.3010279561208
4686,1317.614060784948
4687,1310.898654801155
4688,1320.7563134666218
4689,1344.1018582558836
4690,1409.4746020502366
4691,1479.872503774534
4692,1539.3714030738088
4693,1622.9830757768818
4694,1748.7982382035211
4695,1782.9435283444116
4696,1857.6146386395553
4697,1933.8115157376442
4698,1984.845878624495
4699,1965.4062957355886
4700,1949.4202667091522
4701,1954.6079165709057
4702,1879.642996892972
4703,1804.2933374121144
4704,1743.7903633244255
4705,1641.3014349334637
4706,1545.7438859365595
4707,1473.7916123369614
4708,1409.887446081899
4709,1366.92338421165
4710,1317.8673000109825
4711,1316.7848518380604
4712,1312.2199003054254
4713,1333.7585045028763
4714,1389.0197224451674
4715,1479.8221487038254
4716,1528.295165385525
4717,1614.027936993406
4718,1717.6342720095877
4719,1814.6038152482038
4720,1851.3047064924967
4721,1896.577137461701
4722,1976.28842463189
4723,1946.1964543710671
4724,1936.776466712065
4725,1927.8597753239815
4726,1875.8816965520427
4727,1789.0212355756094
